Present_Price_log,Car_Age,Kms_Driven_log,Fuel_Diesel,Fuel_Petrol,Transmission_enc,Seller_Type_enc,Owner
1.691939133945844,9,10.55812776516606,0,1,1,0,0
2.052840859882657,14,10.861553424542905,1,0,1,0,0
1.9021075263969205,11,10.113707958559848,0,1,1,0,0
3.170945291110651,16,11.289794413577894,0,1,0,0,0
1.927164106234258,13,10.917612548758637,0,1,1,0,0
0.8153648132841945,10,8.648396877031582,0,1,1,1,0
0.418710334858185,9,9.61587214452889,0,1,1,1,0
2.7523860149222616,13,11.184435286790633,0,1,1,0,0
1.599387576580599,10,10.12667110305036,0,1,1,0,0
0.7747271675523681,10,8.699681400989514,0,1,1,1,0
1.0367368849500225,9,7.244941546337007,0,1,1,1,0
2.4672517145492794,10,10.66897865021924,1,0,1,0,0
1.5260563034950492,9,7.666690200080086,0,1,1,0,0
2.048982334195127,12,10.59665973278358,0,1,1,0,0
2.976039640208255,13,10.93314268336526,0,1,1,0,0
2.341805806147327,14,10.491301994830229,0,1,1,0,0
2.194999882314108,23,11.034905792929417,0,1,1,0,0
2.4672517145492794,11,10.637752683816972,1,0,1,0,0
2.4849066497880004,17,11.384353184170465,0,1,1,0,0
0.6626879730752367,16,10.714439990727769,0,1,1,1,0
2.1400661634962708,16,11.021967825841704,0,1,1,0,0
2.601207105484161,15,10.714439990727769,1,0,1,0,0
2.341805806147327,11,11.024871911546436,1,0,1,0,0
0.5933268452777344,9,9.375939552625749,0,1,1,1,0
0.5933268452777344,14,9.852246888342531,0,1,1,1,0
1.0647107369924282,13,8.594339400592892,0,1,1,1,0
2.341805806147327,12,10.716171785121514,0,1,1,0,0
0.6678293725756554,15,10.085850775128716,0,1,1,1,0
2.194999882314108,16,10.632074268135453,0,1,1,0,0
1.916922612182061,9,9.852246888342531,0,1,1,0,0
3.168844891262636,18,11.39640288460621,0,1,0,0,0
1.691939133945844,14,10.07365217905945,0,1,1,0,0
1.0647107369924282,10,8.006700845440367,0,1,1,1,0
1.2149127443642704,11,9.985113621416073,0,1,1,1,0
